"reviews_per_month";"name";"host_name";"neighbourhood_group";"neighbourhood";"latitude";"longitude";"room_type";"price";"minimum_nights";"number_of_reviews";"calculated_host_listings_count";"availability_365"
0.21;"*NO GUEST SERVICE FEE* One Bedroom Suite with Free Continental Breakfast Daily";"Red Awning";"Manhattan";"Midtown";40.75224;-73.96652;"Entire home/apt";737;3;1;49;200
1.02;"*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite with Kitchen";"Red Awning";"Manhattan";"Midtown";40.75417;-73.96557;"Entire home/apt";737;3;8;49;188
0.21;"*NO GUEST SERVICE FEE* Beekman Tower Premium One Bedroom Suite";"Red Awning";"Manhattan";"Midtown";40.75402;-73.96567;"Entire home/apt";737;3;1;49;222
0.0;"*NO GUEST SERVICE FEE* Luxury One Bedroom Suite in Excellent Midtown Location";"Red Awning";"Manhattan";"Midtown";40.75451;-73.96708;"Entire home/apt";737;3;0;49;206
0.36;"*NO GUEST SERVICE FEE* One Bedroom Suite - Close to UN Headquarters";"Red Awning";"Manhattan";"Midtown";40.75425;-73.96556;"Entire home/apt";737;3;4;49;249
0.4;"*NO GUEST SERVICE FEE* Luxury Midtown One Bedroom Suite with Kitchen";"Red Awning";"Manhattan";"Midtown";40.75294;-73.96731;"Entire home/apt";737;3;2;49;235
1.17;"*NO GUEST SERVICE FEE* Luxury One Bedroom Suite w/ Free Continental Breakfast";"Red Awning";"Manhattan";"Midtown";40.75269;-73.96678;"Entire home/apt";737;3;5;49;230
1.09;"*NO GUEST SERVICE FEE* Beekman Tower Studio with Fully Equipped Kitchen";"Red Awning";"Manhattan";"Midtown";40.75308;-73.96732;"Entire home/apt";699;3;9;49;190
1.27;"*NO GUEST SERVICE FEE* Great Location! Luxury Midtown Studio with Kitchen";"Red Awning";"Manhattan";"Midtown";40.75231;-73.96707;"Entire home/apt";699;3;7;49;176
0.33;"*NO GUEST SERVICE FEE* Luxury Studio Suite w/ Free Continental Breakfast";"Red Awning";"Manhattan";"Midtown";40.75283;-73.96675;"Entire home/apt";699;3;3;49;196
0.44;"*NO GUEST SERVICE FEE* Luxury Midtown One Bedroom Suite with Kitchen";"Red Awning";"Manhattan";"Midtown";40.75459;-73.96707;"Entire home/apt";737;3;3;49;153
0.71;"*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite with Queen Bed & Free Wifi";"Red Awning";"Manhattan";"Midtown";40.75238;-73.96653;"Entire home/apt";737;3;2;49;224
3.38;"Cozy Private Twin Room 5 min LaGuardia LGA Airport";"Kais";"Queens";"Ditmars Steinway";40.77214;-73.89169;"Private room";52;1;39;4;353
1.13;"your home in the big apple";"Anthony Michel";"Brooklyn";"Crown Heights";40.66516;-73.94097;"Private room";46;1;13;1;301
2.54;"QUEEN BED 1 NEAR 3 METROS IN WILLIAMSBURG";"Mary And Ryan";"Brooklyn";"Williamsburg";40.70756;-73.94269;"Private room";76;2;29;2;330
2.61;"SUNNY 2 BEDS - NEAR 3 METROS IN WILLIAMSBURG";"Jolene And Ryan";"Brooklyn";"Williamsburg";40.70936;-73.94427;"Private room";86;2;28;3;365
3.66;"Cozy Private Queen Room 5min LaGuardia LGA Airport";"Kais";"Queens";"Ditmars Steinway";40.77309;-73.89256;"Private room";85;1;41;4;349
2.22;"**Harmony Room with Bed and Futon**";"Petera";"Brooklyn";"Bedford-Stuyvesant";40.69128;-73.94311;"Private room";60;2;24;2;360
0.3;"Artist Retreat Private Single";"Kathy";"Manhattan";"East Village";40.72401;-73.98154;"Private room";50;30;3;2;34
2.83;"Cozy Private Full Room 5 min LaGuardia LGA Airport";"Kais";"Queens";"Ditmars Steinway";40.77248;-73.89263;"Private room";52;1;32;4;355
2.34;"Exquisite Room--Just 15 minutes from JFK";"Diana";"Queens";"Cambria Heights";40.69159;-73.73658;"Private room";65;2;27;2;79
1.48;"Renovated Brooklyn Apt Only 35m to Manhattan!";"Kay";"Brooklyn";"Cypress Hills";40.68351;-73.88448;"Entire home/apt";89;2;14;2;180
0.0;"EAST RIVER VIEW~HIRISE STUDIO";"Pranjal";"Manhattan";"Midtown";40.75424;-73.96312;"Entire home/apt";200;30;0;65;364
0.0;"TOWNHOUSE CHARME IN CITY~EAST 59th STREET STUDIO";"Pranjal";"Manhattan";"Midtown";40.75909;-73.96398;"Entire home/apt";154;30;0;65;364
0.0;"LUXURIOUS 3 BR WITH BALCONY & RIVER VIEWS";"Pranjal";"Manhattan";"Murray Hill";40.74422;-73.97124;"Entire home/apt";350;60;0;65;327
0.27;"Huge apartment with jacuzzi and backyard";"Loreta";"Queens";"Ridgewood";40.70108;-73.90222;"Entire home/apt";120;2;3;1;40
0.71;"Sunny spacious room near Times Square 51E2";"John";"Manhattan";"Hell's Kitchen";40.75562;-73.99539;"Private room";55;30;8;47;351
0.26;"Cozy Room, 2 min Times Square, centrally located";"Antoine";"Manhattan";"Hell's Kitchen";40.76243;-73.99078;"Private room";95;3;3;1;5
2.37;"Beautiful Bushwick 3br on the subway";"Jeremy";"Brooklyn";"Bushwick";40.70382;-73.91456;"Entire home/apt";250;2;25;2;260
1.61;"~House of Rest~Treehouse Room in Bushwick Brooklyn";"Oh";"Brooklyn";"Williamsburg";40.70713;-73.92918;"Private room";55;2;18;2;5
2.18;"AWESOME SUNNY 2 BEDS C NEAR 3 METROS WILLIAMSBURG";"Jolene And Ryan";"Brooklyn";"Williamsburg";40.70757;-73.94466;"Private room";86;2;23;3;365
1.53;"AWESOME SUNNY 2 BEDS A NEAR 3 METROS WILLIAMSBURG";"Jolene And Ryan";"Brooklyn";"Williamsburg";40.7089;-73.94447;"Private room";86;2;17;3;342
1.94;"Bedstuy Oasis";"Mondell";"Brooklyn";"Bedford-Stuyvesant";40.68571;-73.93868;"Entire home/apt";250;3;22;2;314
0.81;"Quiet Manhattan Bedroom - sublet/roommate";"Caitlin";"Manhattan";"Inwood";40.86813;-73.92393;"Private room";50;30;9;1;57
0.79;"2br apt for rent daily 10min away in train to City";"Fernando";"Brooklyn";"Bushwick";40.69752;-73.93497;"Entire home/apt";245;2;5;1;128
3.37;"Renovated Comfy 1 BDR in Prime Midtown~Close toALL";"Ellie";"Manhattan";"Midtown";40.7562;-73.96796;"Entire home/apt";125;1;35;1;35
3.91;"Private Apt 2BR/1Bath/Kitchen/Parking in OUR HOME";"Juan";"Bronx";"Mott Haven";40.81192;-73.91781;"Entire home/apt";132;1;44;1;103
0.37;"Unique Harlem experience in sunny lofted studio";"Shana";"Manhattan";"Harlem";40.80765;-73.95484;"Entire home/apt";112;3;4;1;24
0.0;"RIVER VIEWS-EAST 52ND LUXURY 1 BR";"Pranjal";"Manhattan";"Midtown";40.75579;-73.9652;"Entire home/apt";234;30;0;65;364
0.97;"Cozy East Village Room";"Lilian";"Manhattan";"East Village";40.72817;-73.9773;"Private room";81;5;9;1;110
0.0;"LUXURY SUTTON PLACE 2BR 2BATH-DOORMAN/GYM";"Pranjal";"Manhattan";"Midtown";40.75375;-73.96362;"Entire home/apt";350;30;0;65;364
0.0;"LUXURY 2BR ON WEST 26 ST-GYM/STORAGE ROOM";"Pranjal";"Manhattan";"Midtown";40.74573;-73.99049;"Entire home/apt";550;30;0;65;339
0.63;"Charming and Spacious BK Loft 15 mins to Manhattan";"Tina";"Brooklyn";"Bushwick";40.70743;-73.92294;"Entire home/apt";175;4;7;3;54
6.22;"Private 4A Room in 4BR/2BA APT in Hell's Kitchen";"David";"Manhattan";"Hell's Kitchen";40.75974;-73.99016;"Private room";110;1;69;12;232
5.71;"Private 4B Room in 4BR/2BA APT in Hell's Kitchen";"David";"Manhattan";"Hell's Kitchen";40.76037;-73.9917;"Private room";110;1;63;12;267
7.34;"Private 4C Room in 4BR/2BA APT in Hell's Kitchen";"David";"Manhattan";"Hell's Kitchen";40.75983;-73.99119;"Private room";115;1;82;12;230
0.0;"WEST 56TH COLUMBUS CIRCLE-LUXURY 1BR- DOORMAN/DECK";"Pranjal";"Manhattan";"Hell's Kitchen";40.76629;-73.986;"Entire home/apt";236;30;0;65;364
6.99;"Private 4D Room in 4BR/2BA APT in Hell's Kitchen";"David";"Manhattan";"Hell's Kitchen";40.75981;-73.99011;"Private room";105;1;79;12;241
0.0;"Sunny 1BR in Midtown East by Sonder";"Sonder";"Manhattan";"Kips Bay";40.74324;-73.97224;"Entire home/apt";184;29;0;96;7
2.29;"Budget Friendly Private Room in Brooklyn “L�?";"Diana And Peter";"Brooklyn";"Bedford-Stuyvesant";40.6838;-73.95161;"Private room";60;2;25;7;349
2.0;"Trendy & Private Bedroom in Williamsburg! 2-1";"Nina";"Brooklyn";"Williamsburg";40.71796;-73.957;"Private room";87;30;2;3;310
0.0;"Beautiful Private Bedroom in North Brooklyn! 2-2";"Nina";"Brooklyn";"Williamsburg";40.71918;-73.95735;"Private room";87;30;0;3;310
0.0;"Spacious Private Bedroom in North Brooklyn!  2-3";"Nina";"Brooklyn";"Williamsburg";40.71763;-73.95594;"Private room";87;30;0;3;310
1.95;"Charming Private Room Friends/Couples/Solo “M�?";"Diana And Peter";"Brooklyn";"Bedford-Stuyvesant";40.68511;-73.94948;"Private room";65;2;21;7;362
0.0;"Spacious Bedroom in Ridgewood, Queens 3R-1";"Nina";"Queens";"Ridgewood";40.70161;-73.90556;"Private room";45;30;0;8;312
0.14;"Private bedroom in Ridgewood, Queens 3R-2";"Nina";"Queens";"Ridgewood";40.70296;-73.9056;"Private room";45;30;1;8;314
0.71;"Great Bedroom in Ridgewood, Queens!";"Nina";"Queens";"Ridgewood";40.70176;-73.90435;"Private room";45;30;1;8;347
0.14;"Beautiful Bedroom in Brand New Apartment! 3R-4";"Nina";"Queens";"Ridgewood";40.70378;-73.90582;"Private room";45;30;1;8;163
0.54;"Gorgeous One Bedroom in Ridgewood, Queens!";"Nina";"Queens";"Ridgewood";40.701;-73.90607;"Private room";45;30;1;8;321
0.77;"Great Private Bedroom in Ridgewood! 3L-3";"Nina";"Queens";"Ridgewood";40.70285;-73.90411;"Private room";45;30;1;8;331
0.0;"Spacious Bedroom in Ridgewood! 3L-4";"Nina";"Queens";"Ridgewood";40.70175;-73.90552;"Private room";45;30;0;8;340
0.36;"La Estancia";"Sandra";"Queens";"Woodhaven";40.6905;-73.86117;"Private room";80;3;4;1;342
1.86;"BEST LOCATION - AMAZING 1 Bedroom Apartment 2 beds";"Sam";"Manhattan";"Gramercy";40.73508;-73.98477;"Entire home/apt";118;3;21;2;10
2.96;"3BR/2.5BTH Modern Brownstone Duplex w Terrace";"James";"Brooklyn";"Bedford-Stuyvesant";40.68855;-73.9443;"Entire home/apt";204;5;28;1;225
2.52;"Studio in heart of NoLIta";"Paola";"Manhattan";"Nolita";40.72159;-73.9962;"Entire home/apt";220;1;28;1;45
0.17;"Bright essential cozy private room";"Valentina";"Bronx";"Wakefield";40.88878;-73.86349;"Private room";60;1;1;1;269
2.17;"private room in Redhook, Brooklyn";"Salem";"Brooklyn";"Red Hook";40.67381;-74.00762;"Private room";50;1;25;2;351
0.75;"Super nice space";"Robert";"Brooklyn";"Sunset Park";40.64431;-74.01261;"Private room";45;1;7;4;32
0.0;"East 39th Street Furnished Studio";"Pranjal";"Manhattan";"Murray Hill";40.74688;-73.97342;"Entire home/apt";180;30;0;65;364
0.0;"LUXURY 1 BR IN CHELSEA-24 HR GYM & SKYLINE VIEWS";"Pranjal";"Manhattan";"Chelsea";40.74631;-73.99121;"Entire home/apt";320;30;0;65;364
0.0;"SPACIOUS 2BR 2BATH IN THE HEART OF YORKVILLE";"Pranjal";"Manhattan";"Upper East Side";40.7732;-73.95029;"Entire home/apt";340;30;0;65;364
0.0;"LUXURY & SPACIOUS 2BR 2BATH ON UPPER EAST SIDE";"Pranjal";"Manhattan";"Upper East Side";40.76852;-73.96245;"Entire home/apt";395;30;0;65;346
0.0;"LUXURY NEIGHBORHOOD IN NYC-EAST 86TH ST/5TH AVE";"Pranjal";"Manhattan";"Upper East Side";40.77964;-73.95865;"Entire home/apt";187;30;0;65;315
0.09;"Camp Rockaway";"Kent";"Queens";"Breezy Point";40.56568;-73.87009;"Private room";195;1;1;2;59
0.31;"Delightful Sanctuary in Nolita for 4 Guests~";"Richard";"Manhattan";"Little Italy";40.71927;-73.99451;"Entire home/apt";140;30;3;11;104
0.7;"Spacious Bedroom with Beautiful Views";"Carly";"Manhattan";"Hell's Kitchen";40.76435;-73.99298;"Private room";85;1;8;1;30
2.43;"纽约多�?�元大厦";"Jun Jun";"Queens";"Flushing";40.76003;-73.83307;"Private room";73;1;25;4;317
0.0;"Private 1 BD in 2 BD/1 BTH in W. Harlem";"Brittany";"Manhattan";"Harlem";40.82209;-73.95423;"Private room";100;1;0;1;302
3.82;"Mid-century modern garden oasis";"Thomas";"Brooklyn";"Crown Heights";40.67189;-73.95624;"Entire home/apt";135;3;42;1;100
1.65;"Sunlit private room in Park Slope, Brooklyn.";"Tracy";"Brooklyn";"South Slope";40.66477;-73.97999;"Private room";60;1;18;2;308
0.1;"West village COZY! BEST LOCATION!";"Jenny";"Manhattan";"West Village";40.73858;-74.00619;"Entire home/apt";199;4;1;1;232
2.87;"Mint room w/attached bath in center of Flushing";"Liqin";"Queens";"Flushing";40.75749;-73.81983;"Private room";80;1;33;9;365
7.7;"Bright and spacious room in Bushwick";"Yaw";"Brooklyn";"Bushwick";40.69629;-73.91351;"Private room";50;1;86;1;198
0.16;"Nice 20 minute Manhattan 15 to Barclays Center";"Dadrine";"Brooklyn";"East Flatbush";40.65473;-73.91846;"Private room";80;7;1;9;365
2.66;"Spacious room w/attached bath, center of Flushing";"Liqin";"Queens";"Flushing";40.75897;-73.82011;"Private room";95;1;30;9;353
2.43;"The converted one bedroom turned into a suite.";"Ivin";"Manhattan";"Harlem";40.82469;-73.94176;"Entire home/apt";120;2;25;1;180
0.0;"Bronx Apart";"Luz";"Bronx";"Highbridge";40.83454;-73.92751;"Private room";10;1;0;1;180
0.0;"Lovely bright eclectic 2BR, perfect for couple!";"Elias";"Brooklyn";"Fort Greene";40.68462;-73.96908;"Entire home/apt";110;225;0;1;365
2.33;"Cozy NYC Retreat";"Christine";"Manhattan";"Harlem";40.82698;-73.93871;"Private room";40;1;22;2;105
0.45;"Newly renovated & spacious Woodside room";"Kazuya";"Queens";"Woodside";40.74411;-73.91077;"Private room";40;30;2;103;216
7.18;"1BR trendy Bushwick apt & minutes from Manhattan!";"Robert";"Brooklyn";"Bushwick";40.693;-73.91078;"Entire home/apt";99;1;79;1;173
2.89;"Cute, clean and convenient place in , Bed-Stuy.";"Angela";"Brooklyn";"Bedford-Stuyvesant";40.6874;-73.95036;"Private room";65;2;32;1;37
1.0;"Delacroix’s Studio";"A-B";"Manhattan";"West Village";40.73494;-74.00463;"Entire home/apt";150;30;1;1;86
0.56;"Chelsea Apartment";"Chelsea";"Manhattan";"Chelsea";40.75313;-74.00235;"Private room";120;1;4;1;5
0.3;"Apartment at Queens Landmark";"Ada";"Queens";"Jackson Heights";40.75212;-73.88248;"Private room";80;4;3;2;175
1.24;"Cozy Loft Apartment in Bushwick";"Gabriela";"Brooklyn";"Bushwick";40.70624;-73.9177;"Entire home/apt";130;5;14;1;305
1.46;"Cute room,  45min Manhattan,  20 LGA, 20 JFK 2Peop";"Clara";"Queens";"Flushing";40.73717;-73.80847;"Private room";30;1;16;1;153
3.79;"Cute Bed-Stuy Room";"Pilar";"Brooklyn";"Bedford-Stuyvesant";40.6889;-73.93733;"Private room";53;2;40;1;13
2.48;"Lux Modern Spacious 1 Bed + Washer/Dryer";"Max";"Manhattan";"Upper East Side";40.77134;-73.95498;"Entire home/apt";350;2;24;1;242
0.5;"Your welcome to have a nice stay on Bayview Place";"Steven";"Brooklyn";"Canarsie";40.64228;-73.90819;"Private room";50;2;5;3;180
0.0;"7 Bedroom Victorian  Mansion, Built in 1908";"Miki";"Brooklyn";"Flatbush";40.63876;-73.96025;"Entire home/apt";250;1;0;1;17
2.97;"Private Bushwick Room -- Close to J, M, L Trains";"Keilyn";"Brooklyn";"Bushwick";40.70055;-73.93024;"Private room";56;2;32;1;158
1.86;"Private room & bath.Near subway Luxe @ great price";"Margaret";"Manhattan";"East Harlem";40.79832;-73.9398;"Private room";98;2;18;1;209
3.13;"Jay's Studio Apartment";"Jehan";"Bronx";"Allerton";40.87015;-73.85582;"Entire home/apt";75;4;35;1;169
3.27;"Studio sanctuary in Park Slope Brooklyn";"Leslie";"Brooklyn";"Park Slope";40.6726;-73.98195;"Entire home/apt";130;2;24;1;2
1.49;"Room in cute East Village apartment w/ city views";"Joachim";"Manhattan";"East Village";40.72875;-73.98443;"Private room";98;2;15;1;29
2.04;"Bright & Bohemian UES 1 BR - Whole Apt!";"Haley";"Manhattan";"Upper East Side";40.76841;-73.95402;"Entire home/apt";180;2;23;1;2
2.45;"Private Room; Safe Building; All The Amenities";"Larry";"Brooklyn";"Bushwick";40.69743;-73.92929;"Private room";75;1;27;1;29
5.2;"SOHO Oasis - Sunny, Quiet 2 Bedroom";"Ben";"Manhattan";"Nolita";40.72191;-73.99592;"Entire home/apt";300;3;52;1;119
2.77;"Calm in the City w/ 2 Bedrooms and 2 Bathrooms";"Russell";"Brooklyn";"Bedford-Stuyvesant";40.67936;-73.91375;"Entire home/apt";180;2;30;1;69
1.65;"Best Gramercy one bedroom apartment";"Howard";"Manhattan";"Kips Bay";40.73968;-73.98217;"Entire home/apt";199;5;18;1;248
1.42;"ACintheroom!35minutes toWALL St. quiet&residential";"Robianddebbie";"Brooklyn";"East New York";40.66983;-73.87745;"Private room";65;7;16;3;287
2.11;"ACintheroom!NEAR 3-4-A-C lines, quiet neighborhood";"Robianddebbie";"Brooklyn";"East New York";40.67061;-73.8759;"Private room";45;7;24;3;313
3.42;"Modern, Private Bedroom with Patio and Roof Access";"Joan";"Manhattan";"Harlem";40.81968;-73.9436;"Private room";90;2;39;1;29
3.31;"Prime Location of Flushing Queens 豪�?��?�室 旅途中的家 E";"Max";"Queens";"Flushing";40.74764;-73.81795;"Private room";55;1;37;6;364
2.45;"Bsmt.shared apt close to JFK & Manhattan 2 twins";"Denisse";"Queens";"Ozone Park";40.68221;-73.8457;"Private room";51;4;27;4;87
0.0;"Not available";"Sol";"Brooklyn";"Bedford-Stuyvesant";40.69974;-73.94658;"Private room";50;400;0;1;90
0.0;"Large sunny studio space w/queen bed & living room";"Farah";"Brooklyn";"Crown Heights";40.67713;-73.94137;"Private room";60;3;0;1;179
3.52;"Prime Location of Flushing Queens 豪�?��?�室 旅途中的家 G";"Max";"Queens";"Flushing";40.74766;-73.81942;"Private room";60;1;38;6;363
0.0;"Large, Sunny West Village 1 Bedroom";"Erika";"Manhattan";"Greenwich Village";40.72862;-74.00054;"Entire home/apt";300;4;0;1;188
0.39;"Spacious room in Williamsburg with a yard!";"Patty";"Brooklyn";"Williamsburg";40.71353;-73.94162;"Private room";125;1;4;2;8
0.12;"Large Room In Prestigious Neighborhood Of SI";"Alexander";"Staten Island";"Grymes Hill";40.6157;-74.0985;"Private room";89;1;1;1;65
2.09;"private bedroom in East Village Apartment";"Maria";"Manhattan";"East Village";40.72239;-73.9821;"Private room";80;3;23;1;9
2.2;"Williamsburg Penthouse, Large Private Deck";"Arielle";"Brooklyn";"Williamsburg";40.71939;-73.96056;"Entire home/apt";600;2;23;2;328
1.26;"Sham’s home";"Shamira";"Bronx";"Fordham";40.86299;-73.89088;"Private room";75;2;14;1;210
5.06;"Modern  Studio in East Flatbush";"Elen";"Brooklyn";"East Flatbush";40.64933;-73.94539;"Entire home/apt";110;1;57;3;223
2.18;"Spacious Apartment in the center of Park Slope";"Mauro";"Brooklyn";"South Slope";40.66793;-73.98934;"Entire home/apt";150;3;22;1;144
1.62;"Luxury Waterfront Condo with views (and pool!)";"Henry";"Brooklyn";"Williamsburg";40.71784;-73.96363;"Private room";90;1;18;2;9
0.0;"Sonder | 116 John | Private Studio + Gym";"Sonder";"Manhattan";"Financial District";40.70852;-74.00525;"Entire home/apt";125;29;0;96;345
0.0;"Sonder | 21 Chelsea | Chic 1BR + Rooftop";"Sonder";"Manhattan";"Chelsea";40.74083;-73.99457;"Entire home/apt";209;29;0;96;335
0.0;"Sonder | Madison Ave | Pristine 1BR + Gym";"Sonder";"Manhattan";"Midtown";40.74812;-73.98602;"Entire home/apt";287;29;0;96;219
0.0;"Sonder | 21 Chelsea | Lively Studio + Rooftop";"Sonder";"Manhattan";"Chelsea";40.74272;-73.99599;"Entire home/apt";202;29;0;96;279
0.0;"Executive 1BR in Midtown East by Sonder";"Sonder";"Manhattan";"Midtown";40.74803;-73.98666;"Entire home/apt";287;29;0;96;219
0.37;"Sonder | 21 Chelsea | Sunny 1BR + Rooftop";"Sonder";"Manhattan";"Chelsea";40.743;-73.99521;"Entire home/apt";239;29;3;96;254
0.0;"Sophisticated 1BR in Midtown East by Sonder";"Sonder";"Manhattan";"Midtown";40.7482;-73.98776;"Entire home/apt";287;29;0;96;218
0.29;"Sonder | 21 Chelsea | Colorful 1BR + Rooftop";"Sonder";"Manhattan";"Chelsea";40.7429;-73.99428;"Entire home/apt";232;29;2;96;311
0.0;"Airy 1BR in Midtown East by Sonder";"Sonder";"Manhattan";"Kips Bay";40.74295;-73.97177;"Entire home/apt";187;29;0;96;323
0.74;"Large & Luxury Two Bedrooms Apartment on 34th St";"Juline";"Manhattan";"Murray Hill";40.74416;-73.9727;"Entire home/apt";175;29;5;3;49
3.76;"Welcome to NY :) new, clean and beautiful house";"Idalia";"Queens";"Jackson Heights";40.75589;-73.85755;"Private room";60;1;38;1;315
0.0;"Spacious 2 Bed/2 Bath Apt. Sleeps 6 - with Rooftop";"John";"Brooklyn";"Williamsburg";40.71448;-73.95198;"Entire home/apt";310;4;0;1;87
1.09;"Beautiful Chelsea Home Near The High Line & More!";"Jeff";"Manhattan";"Chelsea";40.74564;-74.0006;"Entire home/apt";200;1;12;1;6
0.62;"10 minutes from JFK Airport Rockaway Beach Bliss";"Erica";"Queens";"Edgemere";40.59684;-73.76873;"Entire home/apt";200;1;7;2;311
1.0;"Historic Greenpoint Loft 2,000sqft";"Raymond";"Brooklyn";"Greenpoint";40.7308;-73.95775;"Entire home/apt";650;4;1;1;168
0.0;"Perfect pad nested in best spot in bk";"Eric";"Brooklyn";"Greenpoint";40.7244;-73.95435;"Entire home/apt";75;4;0;2;177
1.69;"Cozy Kensington room by F,G, B16, B35 :))";"Chadanut";"Brooklyn";"Kensington";40.64205;-73.98049;"Private room";40;1;19;11;28
2.57;"Super clean! 2 Bedrooms in Bensonhurst -Sleeps 8";"Lily";"Brooklyn";"Bensonhurst";40.60557;-73.99799;"Entire home/apt";123;2;27;2;128
4.17;"Fashion Of The City: Apartment in TIMES SQUARE NYC";"Sam";"Manhattan";"Hell's Kitchen";40.76335;-73.98737;"Private room";150;2;41;1;67
0.1;"Sunny private room in renovated apartment (BR 1)";"Abraham";"Brooklyn";"Bedford-Stuyvesant";40.68033;-73.91023;"Private room";31;30;1;1;62
0.0;"TRUE2BR-PRIME MIDTOWN EAST~53rd&3rd";"Pranjal";"Manhattan";"Midtown";40.75632;-73.96795;"Entire home/apt";235;30;0;65;249
0.0;"LUXURY 1 BR ON WEST 56TH ST-POOL/GYM/CLUB HOUSE";"Pranjal";"Manhattan";"Midtown";40.76634;-73.98155;"Entire home/apt";320;30;0;65;249
0.0;"LUXURY 2 BR ON WEST 56TH ST-POOL/GYM/CLUB HOUSE";"Pranjal";"Manhattan";"Midtown";40.76541;-73.98179;"Entire home/apt";495;30;0;65;364
0.0;"LUXURY STUDIO IN HELL'S KITCHEN-DOORMAN/GYM";"Pranjal";"Manhattan";"Hell's Kitchen";40.76029;-73.99811;"Entire home/apt";300;30;0;65;365
0.0;"LUXURY 2 BR ON WEST 48TH ST-POOL/GYM/CLUB HOUSE";"Pranjal";"Manhattan";"Theater District";40.75975;-73.98698;"Entire home/apt";470;30;0;65;250
0.0;"LUXURY DELUXE 1BR IN HELL'S KITCHEN-DOORMAN/GYM";"Pranjal";"Manhattan";"Hell's Kitchen";40.76191;-73.99818;"Entire home/apt";350;30;0;65;281
0.0;"LUXURY 2BR 2BATH IN HELL'S KITCHEN-DOORMAN/GYM";"Pranjal";"Manhattan";"Hell's Kitchen";40.76181;-73.99855;"Entire home/apt";350;30;0;65;281
0.0;"FLEX. 2BR IN PRIME LOCATION-MIDTOWN EAST";"Pranjal";"Manhattan";"Midtown";40.7525;-73.96683;"Entire home/apt";200;30;0;65;339
0.0;"LUXURY 3BR IN MIDTOWN WEST NEAR COLUMBUS CIRCLE";"Pranjal";"Manhattan";"Midtown";40.76366;-73.98342;"Entire home/apt";435;30;0;65;329
1.08;"Modern 1 bedroom with office, 2 minutes to R Train";"Brian";"Brooklyn";"Sunset Park";40.65945;-73.99383;"Entire home/apt";100;2;12;1;2
0.0;"1BR ON BROADWAY &  WEST 71ST STREET";"Pranjal";"Manhattan";"Upper West Side";40.779;-73.98319;"Entire home/apt";200;30;0;65;342
1.08;"Casa Finca Sanctuary Duplex w/ Private Garden";"Suanny";"Brooklyn";"Williamsburg";40.70732;-73.94536;"Private room";130;3;12;3;90
0.0;"CITY VIEWS &BALCONY~GORGEOUS 2BR IN MURRAY HILL";"Pranjal";"Manhattan";"Murray Hill";40.74632;-73.97307;"Entire home/apt";305;30;0;65;364
0.0;"32 FLR VIEWS!LINCOLN SQR-LUXURY MIDTOWN WEST 60TH";"Pranjal";"Manhattan";"Upper West Side";40.77071;-73.98545;"Entire home/apt";230;30;0;65;348
0.55;"Queens Apartment";"Homemattie";"Queens";"Richmond Hill";40.69103;-73.83407;"Entire home/apt";150;3;6;1;162
0.0;"42NDFLR VIEWS!LINCOLN SQR-LUXURY MIDTOWNWEST 60TH";"Pranjal";"Manhattan";"Upper West Side";40.77095;-73.98626;"Entire home/apt";220;30;0;65;364
0.0;"2BR APT IN MIDTOWN~WEST55TH STREET";"Pranjal";"Manhattan";"Hell's Kitchen";40.76711;-73.98685;"Entire home/apt";250;30;0;65;275
0.0;"NYU/UNION SQRE/EAST VILLAGE-QUIET STUDIO EAST 25TH";"Pranjal";"Manhattan";"Kips Bay";40.73865;-73.9781;"Entire home/apt";185;30;0;65;364
0.0;"2BR WITH PRIVATE PATIO EAST VILLAGE";"Pranjal";"Manhattan";"East Village";40.73223;-73.98658;"Entire home/apt";253;30;0;65;332
0.0;"PERFECT STUDIO FOR 2 EAST 60th ST";"Pranjal";"Manhattan";"Upper East Side";40.75969;-73.96071;"Entire home/apt";150;30;0;65;364
0.0;"2BR ON MIDTOWN EAST~EAST 34TH STREET";"Pranjal";"Manhattan";"Murray Hill";40.7444;-73.97284;"Entire home/apt";350;30;0;65;364
0.0;"Sonder | 116 John | Dashing Studio + Gym";"Sonder";"Manhattan";"Financial District";40.70856;-74.00659;"Entire home/apt";135;29;0;96;332
1.36;"Bedstuy Living";"Peter";"Brooklyn";"Bedford-Stuyvesant";40.69228;-73.94566;"Private room";50;30;15;1;179
0.91;"Bright Light High-rise Spacious Room with Balcony";"Vanessa";"Manhattan";"Hell's Kitchen";40.7594;-73.99748;"Private room";180;4;10;3;365
2.22;"Renovated 1 Bedroom apt in Bensonhurst- Sleeps 4";"Lily";"Brooklyn";"Bensonhurst";40.60569;-73.99823;"Entire home/apt";113;3;24;2;96
2.69;"Cozy room w/attached bath in center of Flushing";"Liqin";"Queens";"Flushing";40.75902;-73.82099;"Private room";80;1;30;9;189
0.37;"(WOMEN ONLY) Spacious & 10 min from the airport!";"Rwaida";"Queens";"Astoria";40.76756;-73.91798;"Private room";45;2;4;1;249
2.53;"WeLive Wall Street -- Four Bedroom / Two Bath";"WeWork";"Manhattan";"Financial District";40.70448;-74.00615;"Entire home/apt";525;1;25;6;203
